tweet_id,favorites,retweets
667861340749471744,250,82
667832474953625600,294,65
667806454573760512,1091,524
667801013445750784,338,98
667793409583771648,721,345
667782464991965184,426,254
667773195014021121,240,59
667766675769573376,461,230
667728196545200128,386,159
667724302356258817,505,333
667550904950915073,0,35
667550882905632768,0,33
667549055577362432,5992,2399
667546741521195010,344,133
667544320556335104,896,550
667538891197542400,209,70
667534815156183040,845,562
667530908589760512,489,255
667524857454854144,1754,1170
667517642048163840,380,198
667509364010450944,7000,2219
667502640335572993,550,227
667495797102141441,547,288
667491009379606528,550,237
667470559035432960,265,101
667455448082227200,196,65
667453023279554560,320,93
667443425659232256,808,607
667437278097252352,464,249
667435689202614272,313,85
667405339315146752,479,225
667393430834667520,202,58
667369227918143488,377,170
667211855547486208,506,251
667200525029539841,630,272
667192066997374976,400,110
667188689915760640,766,433
667182792070062081,14767,6464
667177989038297088,194,57
667176164155375616,628,474
667174963120574464,255,86
667171260800061440,228,95
667165590075940865,2759,1193
667160273090932737,262,65
667152164079423490,48845,17781
667138269671505920,4743,2311
667119796878725120,336,133
667090893657276420,340,130
667073648344346624,413,127
667070482143944705,85,14
667065535570550784,169,49
667062181243039745,222,56
667044094246576128,191,51
667012601033924608,461,235
666996132027977728,248,98
666983947667116034,2621,1017
666837028449972224,839,568
666835007768551424,220,81
666826780179869698,258,99
666817836334096384,532,259
666804364988780544,244,94
666786068205871104,783,501
666781792255496192,397,203
666776908487630848,358,178
666739327293083650,240,67
666701168228331520,441,223
666691418707132416,190,48
666649482315059201,897,595
666644823164719104,236,85
666454714377183233,529,213
666447344410484738,105,22
666437273139982337,129,50
666435652385423360,168,54
666430724426358785,321,199
666428276349472768,166,84
666421158376562688,319,114
666418789513326592,127,47
666411507551481857,450,330
666407126856765440,111,41
666396247373291520,168,86
666373753744588802,190,93
666362758909284353,783,577
666353288456101888,224,73
666345417576210432,301,140
666337882303524864,199,92
666293911632134144,512,358
666287406224695296,150,68
666273097616637952,178,76
666268910803644416,105,35
666104133288665088,14427,6670
666102155909144576,79,13
666099513787052032,158,69
666094000022159362,166,76
666082916733198337,119,45
666073100786774016,324,169
666071193221509120,148,62
666063827256086533,479,223
666058600524156928,112,58
666057090499244032,298,142
666055525042405380,438,257
666051853826850816,1230,855
666050758794694657,133,58
666049248165822465,109,40
666044226329800704,300,141
666033412701032449,125,44
666029285002620928,130,47
666020888022790149,2564,519
